reactants	products	reaction_type	set
C[Si](C)(C)CCOCn1nc(C=Nn2cccc2)c2ccc(Nc3ccccc3C(=O)O)cc21.Cc1cc(CN)n(C)n1	Cc1cc(CNC(=O)c2ccccc2Nc2ccc3c(C=Nn4cccc4)nn(COCC[Si](C)(C)C)c3c2)n(C)n1	<RX_2>	train
COC(=O)[C@@H](OC(C)(C)C)c1c(C)c(C=O)c2nc3cn2c1N1CCC(C)(CC1)OCCCC[C@H](C)Oc1ccc(F)c(F)c1-c1cccc-3c1	COC(=O)[C@@H](OC(C)(C)C)c1c(C)c(C=O)c2nc3cn2c1N1CCC(C)(CC1)OCCCC[C@H](C)Oc1ccc(F)cc1-c1cccc-3c1	<RX_9>	valid
CC(C)[C@H](O)C(=O)O.CCCC(N)C(=O)Nc1cn(C(C)(C)CC(=O)OC)cn1	CCCC(NC(=O)C(O)C(C)C)C(=O)Nc1cn(C(C)(C)CC(=O)OC)cn1	<RX_2>	train
C[C@H](C[C@H](O)[C@@H](N)Cc1ccccc1)C(=O)NCCC(C)(C)C.O=C(O)c1cc(O)cc(N2CCCC2=O)c1	C[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(N2CCCC2=O)c1)C(=O)NCCC(C)(C)C	<RX_2>	train
CC[C@H](C)[C@H](NC(=O)OC(C)C)C(=O)O.C[C@@H](N)C(=O)Nc1ccc(C#N)cc1	CC[C@H](C)[C@H](NC(=O)OC(C)C)C(=O)N[C@H](C)C(=O)Nc1ccc(C#N)cc1	<RX_2>	train
CCOC(=O)c1[nH]c2c(Cl)cncc2c1N.C[Si](C)(C)c1ccc(OS(=O)(=O)C(F)(F)F)c(F)c1	CCOC(=O)c1[nH]c2c(Cl)cncc2c1Nc1ccc([Si](C)(C)C)cc1F	<RX_1>	valid
CCc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)O)c3N2)cc1.NCc1ccc(F)cn1	CCc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cn4)c3N2)cc1	<RX_2>	train
CCOC(=O)CC1CCN(C(=O)CC[C@H]2O[C@H](c3cccc(OC)c3OC)c3cc(Cl)ccc3-n3c(C#N)ccc32)CC1	COc1cccc([C@H]2O[C@H](CCC(=O)N3CCC(CC(=O)O)CC3)c3ccc(C#N)n3-c3ccc(Cl)cc32)c1OC	<RX_6>	train
COc1ccc(F)c(-c2ncc(CO[Si](C)(C)C(C)(C)C)cc2CC(C)(C)C)c1	COc1ccc(F)c(-c2ncc(CO)cc2CC(C)(C)C)c1	<RX_6>	train
CCOC(=O)C(C)(C)Cc1c(SC(C)(C)C)c2cc(O)ccc2n1Cc1ccc(Cl)cc1.ClCc1cccnc1	CCOC(=O)C(C)(C)Cc1c(SC(C)(C)C)c2cc(OCc3cccnc3)ccc2n1Cc1ccc(Cl)cc1	<RX_1>	valid
COc1cc(C(=O)N2CCN(C(=O)CCCC=C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(OC)c1OC.OO	COc1cc(C(=O)N2CCN(C(=O)CCCC(O)C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(OC)c1OC	<RX_10>	train
O=[N+]([O-])c1cccc2c1B(O)OC2	Nc1cccc2c1B(O)OC2	<RX_7>	train
CC(C)(C)OC(=O)N1CCOc2cnc(C=O)cc21.NC1CCN(CC2Cn3c(=O)cnc4ccc(F)c2c43)CC1	CC(C)(C)OC(=O)N1CCOc2cnc(CNC3CCN(CC4Cn5c(=O)cnc6ccc(F)c4c65)CC3)cc21	<RX_1>	train
Nc1nc2ccccc2c2c1nc1n2[C@@H](COCc2ccccc2)COC1	Nc1nc2ccccc2c2c1nc1n2[C@@H](CO)COC1	<RX_6>	train
COC(=O)[C@@H](N)C1CCCCC1.O=C(Nc1sc(-c2ccccc2)cc1C(=O)O)Nc1c(Cl)cccc1Cl	COC(=O)[C@@H](NC(=O)c1cc(-c2ccccc2)sc1NC(=O)Nc1c(Cl)cccc1Cl)C1CCCCC1	<RX_2>	train
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21.O=C(O)CCCN1CCOCC1	CCCCCc1cc(OC(=O)CCCN2CCOCC2)c2c(c1)OC(C)(C)C1CCC(C)=CC21	<RX_1>	train
Cc1cc(=O)c(OCc2ccccc2)c(CO)o1	O=c1ccoc(CO)c1OCc1ccccc1	<RX_1>	train
CCC1CC(N)CC(CC)N1C(=O)OC(C)C.Clc1ncc(Br)cn1	CCC1CC(Nc2ncc(Br)cn2)CC(CC)N1C(=O)OC(C)C	<RX_1>	train
C=Cc1cc2c(=O)n(Cc3cc(Cl)ccc3S(=O)(=O)CC)c(=O)[nH]c2c(Cl)c1CN1CCC[C@@H](NC(=O)OC(C)(C)C)C1	C=Cc1cc2c(=O)n(Cc3cc(Cl)ccc3S(=O)(=O)CC)c(=O)[nH]c2c(Cl)c1CN1CCC[C@@H](N)C1	<RX_6>	train
O=C(c1ccccc1)N1CC[C@H](N(Cc2ccnc3ccccc23)C(=O)C(F)(F)F)C[C@H]1Cc1ccccc1	O=C(c1ccccc1)N1CC[C@H](NCc2ccnc3ccccc23)C[C@H]1Cc1ccccc1	<RX_6>	train
CCOC(=O)c1cc2c(Cl)c(Cl)ccc2[nH]1	O=C(O)c1cc2c(Cl)c(Cl)ccc2[nH]1	<RX_6>	train
C=O.Cc1c2ccc(N)cc2nn1C	CNc1ccc2c(C)n(C)nc2c1	<RX_1>	train
C#CCC(NC(=O)OC(C)(C)C)c1cccc(C)c1C.Cc1cccc(I)c1	Cc1cccc(C#CCC(NC(=O)OC(C)(C)C)c2cccc(C)c2C)c1	<RX_3>	train
CC(C)(C)OC(=O)N[C@H]1CNC(=O)C1.O=C1COc2ccc(Br)cc2N1COCc1ccccc1	CC(C)(C)OC(=O)N[C@@H]1CC(=O)N(c2ccc3c(c2)N(COCc2ccccc2)C(=O)CO3)C1	<RX_1>	train
COC(=O)c1ncn(C2Cc3ccccc3C2)c1-c1ccccc1	O=C(O)c1ncn(C2Cc3ccccc3C2)c1-c1ccccc1	<RX_6>	train
COc1ccc2c(Cl)ncnc2c1OC.NC1CCOC1	COc1ccc2c(NC3CCOC3)ncnc2c1OC	<RX_1>	valid
CCC(=O)Cl.Cc1[nH]c2c(-c3c(OCC4CC4)ccc4c3OCO4)ncnc2c1C(=O)NC1CCNCC1	CCC(=O)N1CCC(NC(=O)c2c(C)[nH]c3c(-c4c(OCC5CC5)ccc5c4OCO5)ncnc23)CC1	<RX_2>	train
COC(=O)c1ccc(OCCCN(C)C)cc1.NN	CN(C)CCCOc1ccc(C(=O)NN)cc1	<RX_2>	train
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCN(C)C(=O)C4C3)nc(-c3nc(C4CC4)cs3)cc2c1.NS(=O)(=O)C1CC1	COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)C4C3)nc(-c3nc(C4CC4)cs3)cc2c1	<RX_2>	train
NC(=O)c1cc(Br)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12.OB(O)c1ccccc1	NC(=O)c1cc(-c2ccccc2)cc2c(C3CCS(=O)(=O)CC3)c[nH]c12	<RX_3>	train
CCOC(=O)CCc1c[nH]nc1OCC.ClCc1ccc(OCc2ccccc2)cc1	CCOC(=O)CCc1cn(Cc2ccc(OCc3ccccc3)cc2)nc1OCC	<RX_1>	train
N#Cc1ccc(CBr)cc1.c1nc[nH]n1	N#Cc1ccc(Cn2cncn2)cc1	<RX_1>	train
CC(C)(C)OC(=O)N[C@H]1CCCC[C@@H]1CN=[N+]=[N-]	[N-]=[N+]=NC[C@H]1CCCC[C@@H]1N	<RX_6>	train
Fc1cccc(S)c1.O=C1CCCc2cc(F)ccc21	O=C1CCCc2cc(Sc3cccc(F)c3)ccc21	<RX_1>	train
CCOCO[C@]1(C(=O)COC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(Br)[C@@H](O)C[C@@]21C	CCOCO[C@]1(C(=O)COC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	<RX_9>	train
Cc1cccc(N=C=O)c1.NC1N=C(c2ccccc2)c2ccccc2N(CC(=O)c2cccnc2)C1=O	Cc1cccc(NC(=O)NC2N=C(c3ccccc3)c3ccccc3N(CC(=O)c3cccnc3)C2=O)c1	<RX_2>	test
CCn1nccc1N.O=C(O)c1cc([N+](=O)[O-])ccc1Cl	CCn1nccc1Nc1ccc([N+](=O)[O-])cc1C(=O)O	<RX_1>	train
Brc1cnc2[nH]ccc2c1.O=C([O-])O	[O-][n+]1cc(Br)cc2cc[nH]c21	<RX_8>	train
C=C[C@@H](C#CC#C[C@H](N)CCCCCCCCC)OC(C)=O.S=C(Cl)Cl	C=C[C@@H](C#CC#C[C@@H](CCCCCCCCC)N=C=S)OC(C)=O	<RX_9>	train
CC(C)C[C@H](N)CO.O=C(O)[C@@H]1CCCN1C(=O)OCc1ccccc1	CC(C)C[C@@H](CO)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1	<RX_2>	train
CCOC(=O)c1cc2scc(Br)c2s1	O=C(O)c1cc2scc(Br)c2s1	<RX_6>	train
CCOC(=O)C(C)(C)CC#Cc1ccc(-c2onc(C)c2NC(=O)OC(C)c2ccccc2Cl)cc1	Cc1noc(-c2ccc(C#CCC(C)(C)C(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl	<RX_6>	train
COc1cc([N+](=O)[O-])ccc1C#N	COc1cc(N)ccc1C#N	<RX_7>	train
CN(c1cc2c(cn1)ncn2C)c1ccc(C2=CCN(C(=O)OC(C)(C)C)CC2)cc1OC(F)F	CN(c1cc2c(cn1)ncn2C)c1ccc(C2CCN(C(=O)OC(C)(C)C)CC2)cc1OC(F)F	<RX_7>	train
O=C(c1cc(F)cc(F)c1)C(O)c1cccc(OC(F)F)c1	O=C(C(=O)c1cccc(OC(F)F)c1)c1cc(F)cc(F)c1	<RX_8>	valid
COC(CN(C(=O)C1CCCCC1)c1ccccn1)OC	O=CCN(C(=O)C1CCCCC1)c1ccccn1	<RX_6>	valid
CCCNc1cc(-c2nc3c(NC(=O)c4cccc(C5CCN(C(=O)OC(C)(C)C)C5)c4)cccc3[nH]2)ccn1	CCCNc1cc(-c2nc3c(NC(=O)c4cccc(C5CCNC5)c4)cccc3[nH]2)ccn1	<RX_6>	train
O=C(CCCN1CCC(Cc2ccc(Cl)c3ccccc23)CC1)c1ccccc1	OC(CCCN1CCC(Cc2ccc(Cl)c3ccccc23)CC1)c1ccccc1	<RX_7>	train
N#Cc1ncc(Br)cn1.Sc1ccccc1	N#Cc1ncc(Sc2ccccc2)cn1	<RX_1>	train
CC(C)(C)OC(=O)N1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5o4)c3)nn2)CC1	Nc1ncc(-c2cn(C3CCNCC3)nn2)cc1-c1nc2ccccc2o1	<RX_6>	valid
CC(C)(C)CCN.COc1ccc(-c2ccc(/C=C/c3nc(-c4ccc(Cl)cc4Cl)cn3CC(=O)O)cc2)cc1	COc1ccc(-c2ccc(/C=C/c3nc(-c4ccc(Cl)cc4Cl)cn3CC(=O)NCCC(C)(C)C)cc2)cc1	<RX_2>	train
CC[C@H](NC(=O)OC(C)(C)C)[C@H](OC(C)=O)C(=O)NC1CC1	CC[C@H](NC(=O)OC(C)(C)C)[C@H](O)C(=O)NC1CC1	<RX_7>	train
Cc1cc(C)cc(Sc2[nH]c(=O)[nH]c(=O)c2C(C)C)c1.O=C1c2ccccc2C(=O)c2cc(CCl)ccc21	Cc1cc(C)cc(Sc2c(C(C)C)c(=O)[nH]c(=O)n2Cc2ccc3c(c2)C(=O)c2ccccc2C3=O)c1	<RX_1>	train
CCOC(=O)CP(=O)(OCC)OCC.COCOc1cc(C=O)ccc1OC	CCOC(=O)/C=C/c1ccc(OC)c(OCOC)c1	<RX_3>	train
Cc1ccc(C(=O)O)cc1B1OC(C)(C)C(C)(C)O1.Nc1ncc2cc(Br)ccc2n1	Cc1ccc(C(=O)O)cc1-c1ccc2nc(N)ncc2c1	<RX_3>	test
CC(C)(C)OC(=O)CC(=O)c1csc(-n2ccnc2)n1.CC(C)(C)OC(=O)Nc1ccc(-c2ccccc2F)cc1N	CC(C)(C)OC(=O)Nc1ccc(-c2ccccc2F)cc1NC(=O)CC(=O)c1csc(-n2ccnc2)n1	<RX_2>	train
CCCCC(Cc1ccc(OCCNC(=O)c2ccc(O)nc2)cc1)C(=O)OCC	CCCCC(Cc1ccc(OCCNC(=O)c2ccc(O)nc2)cc1)C(=O)O	<RX_6>	test
ClCCCCCBr.c1c[nH]nn1	ClCCCCCn1ccnn1	<RX_1>	train
CCCCCCCCCCCOc1cc(OCCCCCCCCCCC)cc(C(=O)OC)c1	CCCCCCCCCCCOc1cc(CO)cc(OCCCCCCCCCCC)c1	<RX_7>	train
O=[N+]([O-])c1ccc(F)c(-c2ccnc(Cl)n2)c1	Nc1ccc(F)c(-c2ccnc(Cl)n2)c1	<RX_7>	train
CCOC(=O)COc1ccc([SH](C)C(C)c2cccc3cn(-c4ccc(C(F)(F)F)cc4)nc23)cc1C	Cc1cc([SH](C)C(C)c2cccc3cn(-c4ccc(C(F)(F)F)cc4)nc23)ccc1OCC(=O)O	<RX_6>	train
C[C@@H]1CN(C(=O)OC(C)(C)C)[C@@H](C)CN1.Cc1cc([N+](=O)[O-])cnc1Cl	Cc1cc([N+](=O)[O-])cnc1N1C[C@H](C)N(C(=O)OC(C)(C)C)C[C@H]1C	<RX_1>	valid
CCOC(=O)c1ccc2ncccc2c1.O=C(OO)c1cccc(Cl)c1	CCOC(=O)c1ccc2c(ccc[n+]2[O-])c1	<RX_8>	train
COc1cc2c(cc1-c1c(C)noc1C)ncc1nc(Cl)n([C@H](C)c3ccccc3)c12.NCCO	COc1cc2c(cc1-c1c(C)noc1C)ncc1nc(NCCO)n([C@H](C)c3ccccc3)c12	<RX_1>	train
CCOC(=O)c1[nH]ccc1NC(C)=O.COc1ccc(B(O)O)cc1	CCOC(=O)c1c(NC(C)=O)ccn1-c1ccc(OC)cc1	<RX_1>	train
CC1(c2ccc(N[C@H]3C[C@H](N4C(=O)C(C)(C)c5cccnc54)C3)nc2)OCCO1	CC(=O)c1ccc(N[C@H]2C[C@H](N3C(=O)C(C)(C)c4cccnc43)C2)nc1	<RX_6>	train
CCC(O)C(C)C1OC1CC(C)/C=C/C=C(\C)C1OC(=O)C(O[SiH](C)C)C(C(C)(C)C)CCC(C)(O)C(OC(C)=O)C=CC1C.CCOCC(=O)O	CCOCC(=O)OC(CC)C(C)C1OC1CC(C)/C=C/C=C(\C)C1OC(=O)C(O[SiH](C)C)C(C(C)(C)C)CCC(C)(O)C(OC(C)=O)C=CC1C	<RX_2>	test
O=[N+]([O-])c1ccc(F)cc1.Oc1ccc(Cl)cc1Cl	O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1	<RX_1>	train
C/C(=C\c1ccc(C(C)(C)C)cc1)CO	C[C@@H](CO)Cc1ccc(C(C)(C)C)cc1	<RX_7>	train
CC(=O)c1ccccn1.CC(C)CN1C(=O)C(=O)c2cc(Cl)ccc21	CC(C)CN1C(=O)C(O)(CC(=O)c2ccccn2)c2cc(Cl)ccc21	<RX_3>	train
COc1c(NN=C2C(=O)N(c3ccc(C)c(C)c3)N=C2C)cccc1-c1cccc(C(=O)O)c1	CC1=NN(c2ccc(C)c(C)c2)C(=O)C1=NNc1cccc(-c2cccc(C(=O)O)c2)c1O	<RX_6>	train
CC(C)(C)OC(=O)N1CC(C(=O)N2CCC(C#N)(Cc3ccc(F)cc3)CC2)Oc2cc(O)c(Cl)cc21.COC(=O)CBr	COC(=O)COc1cc2c(cc1Cl)N(C(=O)OC(C)(C)C)CC(C(=O)N1CCC(C#N)(Cc3ccc(F)cc3)CC1)O2	<RX_1>	test
CCOC(=O)Cn1ccc2ccc(O)cc21.OCCCC#Cc1ccc(C(F)(F)F)cc1	CCOC(=O)Cn1ccc2ccc(OCCCC#Cc3ccc(C(F)(F)F)cc3)cc21	<RX_1>	train
CC(=O)n1nc(CBr)c2ccccc21.c1ccc(CCC2CCNCC2)cc1	CC(=O)n1nc(CN2CCC(CCc3ccccc3)CC2)c2ccccc21	<RX_1>	train
CN1CCC(O)CC1.Cc1ccc(S(=O)(=O)Cl)cc1	Cc1ccc(S(=O)(=O)OC2CCN(C)CC2)cc1	<RX_2>	train
C[C@H](C(=O)NCCCc1ccc(F)cc1)N(C)C(=O)OC(C)(C)C	CN[C@H](C)C(=O)NCCCc1ccc(F)cc1	<RX_6>	test
CNCCCO.COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)[nH]c2c1OCCCCCCCl	COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)[nH]c2c1OCCCCCCN(C)CCCO	<RX_1>	valid
CC1(C)COB(c2cccc(SC(F)(F)F)c2)OC1.FC(F)(F)c1cnn2c(Br)cnc2n1	FC(F)(F)Sc1cccc(-c2cnc3nc(C(F)(F)F)cnn23)c1	<RX_3>	train
CCOC(CN=C=S)OCC.Cc1ccc2c(N)c(F)ccc2n1	CCOC(CNC(=S)Nc1c(F)ccc2nc(C)ccc12)OCC	<RX_2>	valid
CC1C(=O)Nc2ccc(C(=O)CCl)cc2C1C	CC1C(=O)Nc2ccc(CCCl)cc2C1C	<RX_7>	train
CC(C)(N)c1ncon1.O=C(O)c1ccc(Cl)c(OCC2CC2)n1	CC(C)(NC(=O)c1ccc(Cl)c(OCC2CC2)n1)c1ncon1	<RX_2>	train
C=CCCOCc1ccc(C(=O)O)cc1	CCCOCc1cccc(C(=O)O)c1	<RX_1>	train
COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)C[C@H](C)C1.COCOc1ccc(OCOC)c(B(O)O)c1	COCOc1ccc(OCOC)c(C2=C(C(=O)OC)C[C@@H](C)C2)c1	<RX_3>	train
Nc1ccc(Br)c2ccccc12.OB(O)c1ccncc1	Nc1ccc(-c2ccncc2)c2ccccc12	<RX_3>	train
CC(C)(C)OC(=O)N1CCC(=O)CC1.CC(C)N	CC(C)NC1CCN(C(=O)OC(C)(C)C)CC1	<RX_1>	train
O=C1NC(=O)c2c1c(I)cc1[nH]c3ccc(O)cc3c21.OB(O)c1cccc(Cl)c1Cl	O=C1NC(=O)c2c1c(-c1cccc(Cl)c1Cl)cc1[nH]c3ccc(O)cc3c21	<RX_3>	train
Brc1nc[nH]n1.Fc1ccc2ncc(-c3nccc(N[C@@H]4CCCNC4)n3)n2c1	Fc1ccc2ncc(-c3nccc(NC4CCCN(c5nc[nH]n5)C4)n3)n2c1	<RX_1>	train
O=C(O)c1cc(Cl)c(Cl)cc1[N+](=O)[O-].Oc1ccc(Cl)cc1	O=C(O)c1cc(Oc2ccc(Cl)cc2)c(Cl)cc1[N+](=O)[O-]	<RX_1>	train
O=C(Nc1ccc(Sc2ccc(O)cc2)c([N+](=O)[O-])c1)c1cccs1	Nc1cc(NC(=O)c2cccs2)ccc1Sc1ccc(O)cc1	<RX_7>	train
Nc1cccc(C(=O)O)c1.O=S(=O)(Cl)c1cccc(-c2ccccc2)c1	O=C(O)c1cccc(NS(=O)(=O)c2cccc(-c3ccccc3)c2)c1	<RX_2>	valid
COCC(=O)NCCc1ccccc1	COCC1=NCCc2ccccc21	<RX_4>	train
CCOC(=O)C1(NC(=O)c2cccc(C)c2OC(C)CC)Cc2ccccc2C1	CCC(C)Oc1c(C)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1	<RX_6>	train
C=CCNC.O=C(OC(=O)C(F)(F)F)C(F)(F)F	C=CCN(C)C(=O)C(F)(F)F	<RX_5>	valid
O=C(Cl)c1cc(Cl)c(O)c(Cl)c1.O=[N+]([O-])c1ccc2c(c1)NCCO2	O=C(c1cc(Cl)c(O)c(Cl)c1)N1CCOc2ccc([N+](=O)[O-])cc21	<RX_2>	train
C1CCNC1.CCOC(=O)CCn1c2c(c3cc(Cl)ccc31)CN(C)CC2	CN1CCc2c(c3cc(Cl)ccc3n2CCC(=O)N2CCCC2)C1	<RX_2>	train
CC(C)(c1ccc(N)cc1)c1ccc(O)cc1.O=C1C=CC(=O)O1	CC(C)(c1ccc(O)cc1)c1ccc(N2C(=O)C=CC2=O)cc1	<RX_4>	train
Nc1ccc2c(c1)B(O)OC2.O=[N+]([O-])c1cc(OCc2ccccc2)ccc1S(=O)(=O)Cl	O=[N+]([O-])c1cc(OCc2ccccc2)ccc1S(=O)(=O)Nc1ccc2c(c1)B(O)OC2	<RX_2>	train
COC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1	COc1ncc2cc(C(=O)Nc3cc(C(=O)O)ccc3Cl)c(=O)[nH]c2n1	<RX_6>	train
COc1cc(Cl)ccc1CBr.[C-]#N	COc1cc(Cl)ccc1CC#N	<RX_9>	train
CCOP(=O)(CC=C(C)CCC=C(C)C)OCC.COC(OC)C(C)C=O	COC(OC)C(C)C=CC=C(C)CCC=C(C)C	<RX_3>	train
Cc1ccc2ccc(C#N)cc2c1.O=C1CCC(=O)N1Br	N#Cc1ccc2ccc(CBr)cc2c1	<RX_10>	train
CCC(N)CC.CSc1nc(Cl)c(C=O)c(Cl)n1	CCC(CC)Nc1nc(SC)nc(Cl)c1C=O	<RX_1>	test
C#C[C@H]1CC[C@@H](C#N)N1C(=O)CCl.CCC(C)(C)N	C#C[C@H]1CC[C@@H](C#N)N1C(=O)CNC(C)(C)CC	<RX_1>	train
CC(=O)c1ccncc1.CCOC(=O)CP(=O)(OCC)OCC	CCOC(=O)C=C(C)c1ccncc1	<RX_3>	train
COC(=O)[C@H](NC(=O)c1ccc(-c2ccc(F)c(F)c2)cc1[N+](=O)[O-])[C@H](C)OC(C)(C)C	COC(=O)[C@H](NC(=O)c1ccc(-c2ccc(F)c(F)c2)cc1N)[C@H](C)OC(C)(C)C	<RX_7>	train
CC(C)(C)OC(=O)N1CCC(O)CC1.Clc1cc(Cl)nc(N2CCOCC2)n1	CC(C)(C)OC(=O)N1CCC(Oc2cc(Cl)nc(N3CCOCC3)n2)CC1	<RX_1>	train
COc1cc(F)ccc1-c1nc(Cl)ncc1F.CSCc1cc(N)cc(Br)c1	COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CSC)c2)ncc1F	<RX_1>	train
C1CCNCC1.Cc1cc(Cl)c2oc(-c3ccccc3)cc2n1	Cc1cc(N2CCCCC2)c2oc(-c3ccccc3)cc2n1	<RX_1>	train
C1COCCN1.O=C(O)c1ccc(Cl)nc1	O=C(c1ccc(Cl)nc1)N1CCOCC1	<RX_2>	train
CI.O=C1Nc2c(F)cccc2C1=O	CN1C(=O)C(=O)c2cccc(F)c21	<RX_1>	train
Nc1cccc(S(=O)(=O)NCC2CC2)c1.O=C(O)c1cnn2c(C(F)(F)F)cc(-c3ccc(C(F)(F)F)cc3)nc12	O=C(Nc1cccc(S(=O)(=O)NCC2CC2)c1)c1cnn2c(C(F)(F)F)cc(-c3ccc(C(F)(F)F)cc3)nc12	<RX_2>	train
COC(=O)c1cccc(CNC(=O)c2cccnc2SCCCc2ccc(F)cc2)c1	O=C(O)c1cccc(CNC(=O)c2cccnc2SCCCc2ccc(F)cc2)c1	<RX_6>	test
CC(C)(C)OC(=O)N1CCCc2oc3ccc(S(=O)(=O)c4ccccc4)cc3c2C1	O=S(=O)(c1ccccc1)c1ccc2oc3c(c2c1)CNCCC3	<RX_6>	train
CC(C)(C)OC(=O)CBr.Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCNCC1	CC(C)(C)OC(=O)CN1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1	<RX_1>	train
NC(CCC(O)CNC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)C(=O)CCc1ccccc1	O=C(NCC(O)CCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O)OCc1ccccc1	<RX_1>	train
CCCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CNCC2.O=C1CCOCC1	CCCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2	<RX_1>	train
COc1ccc(C#CCCCO)cc1	COc1ccc(CCCCCO)cc1	<RX_7>	train
COC(=O)c1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)nn1-c1ncccc1Cl	O=C(O)c1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)nn1-c1ncccc1Cl	<RX_6>	train
CC(C)(C)OC(=O)N1Cc2ccc(Br)cc2C1.[C-]#N	CC(C)(C)OC(=O)N1Cc2ccc(C#N)cc2C1	<RX_9>	train
C1CCNCC1.COc1cccc(C2OC(CC(=O)O)c3nnc(CO)n3-c3ccc(Cl)cc32)c1OC	COc1cccc(C2OC(CC(=O)N3CCCCC3)c3nnc(CO)n3-c3ccc(Cl)cc32)c1OC	<RX_2>	train
CCCCOC(=O)c1nc(Cl)c2ccccc2c1O.COc1ccccc1O	CCCCOC(=O)c1nc(Oc2ccccc2OC)c2ccccc2c1O	<RX_1>	train
CCOC(=O)CC1CO[C@H]2[C@@H]1OC[C@H]2Oc1nc2nc(-c3ccc(-c4ccccc4)cc3)c(Cl)cc2[nH]1	O=C(O)CC1CO[C@H]2[C@@H]1OC[C@H]2Oc1nc2nc(-c3ccc(-c4ccccc4)cc3)c(Cl)cc2[nH]1	<RX_6>	train
CC(C)(C)OC(=O)N1CCCN(c2nc3ccccc3n2CCO)CC1.N#CCBr	CC(C)(C)OC(=O)N1CCCN(c2nc3ccccc3n2CCOCC#N)CC1	<RX_1>	train
CCOP(=O)(CNCc1ccccc1)OCC.COc1nc2cc([N+](=O)[O-])cc(CBr)c2nc1OC	CCOP(=O)(CN(Cc1ccccc1)Cc1cc([N+](=O)[O-])cc2nc(OC)c(OC)nc12)OCC	<RX_1>	test
N[C@@H](CCc1ccccc1)C(=O)O.O=S(=O)(Cl)c1ccc2c(c1)Sc1ccccc1O2	O=C(O)[C@H](CCc1ccccc1)NS(=O)(=O)c1ccc2c(c1)Sc1ccccc1O2	<RX_2>	train
CNC(=O)COc1cc(C#N)ccc1CN.Cc1nc(C(=O)O)co1	CNC(=O)COc1cc(C#N)ccc1CNC(=O)c1coc(C)n1	<RX_2>	valid
CC(C)(C)OC(=O)N1CCC(COc2ccc(-c3ccc(C(=O)O)cc3)nc2)CC1.COCCN	COCCNC(=O)c1ccc(-c2ccc(OCC3CCN(C(=O)OC(C)(C)C)CC3)cn2)cc1	<RX_2>	train
CC(C)(C)OC(=O)NCC(=O)O.Cc1nc(NN)nnc1-c1ccccc1	Cc1nc(NNC(=O)CNC(=O)OC(C)(C)C)nnc1-c1ccccc1	<RX_2>	train
CC(C)(C)[Si](C)(C)OCCNc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(Cl)s2)cc1.N#CBr	CC(C)(C)[Si](C)(C)OCCN(C#N)c1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(Cl)s2)cc1	<RX_1>	train
CCOC(=O)CP(=O)(OCC)OCC.O=Cc1ccc(OCc2ccccc2)cc1C(F)(F)F	CCOC(=O)C=Cc1ccc(OCc2ccccc2)cc1C(F)(F)F	<RX_3>	train
